Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
17.5880         -0.5001      -0.6100       0.1099    25.0
17.5890         -0.5005      -0.6118       0.1113    25.3
17.5900         -0.5014      -0.6460       0.1446    32.9
17.5910         -0.5040      -0.6958       0.1919    43.7
17.5920         -0.5055      -0.7337       0.2282    51.9
17.5930         -0.5059      -0.7338       0.2279    51.9
17.5940         -0.5046      -0.6912       0.1865    42.4
17.5950         -0.5012      -0.6336       0.1324    30.1
17.5960         -0.4989      -0.6061       0.1072    24.4
17.5970         -0.5008      -0.6320       0.1311    29.8
17.5980         -0.5032      -0.6889       0.1857    42.3
17.5990         -0.5054      -0.7321       0.2267    51.6
17.6000         -0.5049      -0.7334       0.2286    52.0
17.6010         -0.5025      -0.6970       0.1945    44.3
17.6020         -0.5008      -0.6477       0.1469    33.4
17.6030         -0.4993      -0.6125       0.1132    25.8
17.6040         -0.4990      -0.6089       0.1100    25.0
17.6050         -0.4994      -0.6387       0.1393    31.7
17.6060         -0.5013      -0.6877       0.1864    42.4
17.6070         -0.5030      -0.7292       0.2262    51.5
17.6080         -0.5043      -0.7364       0.2321    52.8
17.6090         -0.5024      -0.6996       0.1973    44.9
17.6100         -0.4994      -0.6415       0.1421    32.3
17.6110         -0.4977      -0.6067       0.1091    24.8
17.6120         -0.4987      -0.6246       0.1258    28.6
17.6130         -0.5011      -0.6797       0.1786    40.6
17.6140         -0.5031      -0.7278       0.2247    51.1
17.6150         -0.5039      -0.7361       0.2322    52.8
17.6160         -0.5026      -0.7041       0.2015    45.9
17.6170         -0.5008      -0.6550       0.1542    35.1
17.6180         -0.4994      -0.6167       0.1173    26.7
17.6190         -0.4991      -0.6083       0.1092    24.8
17.6200         -0.4995      -0.6340       0.1345    30.6
17.6210         -0.5016      -0.6816       0.1800    41.0
17.6220         -0.5032      -0.7255       0.2223    50.6
17.6230         -0.5051      -0.7379       0.2328    53.0
17.6240         -0.5039      -0.7061       0.2022    46.0
17.6250         -0.5008      -0.6482       0.1473    33.5
17.6260         -0.4985      -0.6082       0.1098    25.0
17.6270         -0.4992      -0.6196       0.1204    27.4
17.6280         -0.5022      -0.6720       0.1698    38.6
17.6290         -0.5046      -0.7232       0.2186    49.7
17.6300         -0.5052      -0.7374       0.2322    52.8
17.6310         -0.5035      -0.7099       0.2063    47.0
17.6320         -0.5020      -0.6613       0.1592    36.2
17.6330         -0.5002      -0.6197       0.1195    27.2
17.6340         -0.4995      -0.6064       0.1070    24.3
17.6350         -0.5003      -0.6276       0.1273    29.0
17.6360         -0.5023      -0.6732       0.1709    38.9
17.6370         -0.5050      -0.7198       0.2148    48.9
17.6380         -0.5062      -0.7385       0.2323    52.9
17.6390         -0.5048      -0.7134       0.2085    47.4
17.6400         -0.5016      -0.6573       0.1557    35.4
17.6410         -0.4987      -0.6113       0.1126    25.6
17.6420         -0.4985      -0.6130       0.1145    26.1
17.6430         -0.5006      -0.6609       0.1603    36.5
17.6440         -0.5033      -0.7155       0.2121    48.3
17.6450         -0.5046      -0.7369       0.2323    52.9
17.6460         -0.5034      -0.7153       0.2119    48.2
17.6470         -0.5015      -0.6680       0.1665    37.9
17.6480         -0.5008      -0.6234       0.1225    27.9
17.6490         -0.5009      -0.6044       0.1035    23.5
17.6500         -0.5012      -0.6202       0.1189    27.1
17.6510         -0.5023      -0.6635       0.1611    36.7
17.6520         -0.5045      -0.7122       0.2077    47.3
17.6530         -0.5058      -0.7374       0.2316    52.7
17.6540         -0.5054      -0.7190       0.2136    48.6
17.6550         -0.5030      -0.6649       0.1620    36.9
17.6560         -0.5009      -0.6141       0.1132    25.8
17.6570         -0.5008      -0.6078       0.1070    24.3
17.6580         -0.5029      -0.6514       0.1485    33.8
17.6590         -0.5058      -0.7082       0.2024    46.1
17.6600         -0.5070      -0.7360       0.2290    52.1
17.6610         -0.5057      -0.7196       0.2139    48.7
17.6620         -0.5043      -0.6738       0.1694    38.6
17.6630         -0.5032      -0.6265       0.1233    28.1
17.6640         -0.5034      -0.6026       0.0992    22.6
17.6650         -0.5032      -0.6133       0.1101    25.0
17.6660         -0.5051      -0.6539       0.1488    33.9
17.6670         -0.5068      -0.7044       0.1976    45.0
17.6680         -0.5089      -0.7353       0.2265    51.5
17.6690         -0.5093      -0.7240       0.2147    48.9
17.6700         -0.5081      -0.6731       0.1651    37.6
17.6710         -0.5054      -0.6185       0.1131    25.7
17.6720         -0.5046      -0.6039       0.0993    22.6
17.6730         -0.5069      -0.6416       0.1347    30.7
17.6740         -0.5095      -0.6997       0.1903    43.3
17.6750         -0.5105      -0.7339       0.2233    50.8
17.6760         -0.5096      -0.7239       0.2143    48.8
17.6770         -0.5071      -0.6812       0.1740    39.6
17.6780         -0.5042      -0.6326       0.1284    29.2
17.6790         -0.5036      -0.6040       0.1004    22.8
17.6800         -0.5036      -0.6091       0.1055    24.0
17.6810         -0.5042      -0.6459       0.1418    32.3
17.6820         -0.5059      -0.6964       0.1904    43.3
17.6830         -0.5082      -0.7318       0.2236    50.9
17.6840         -0.5072      -0.7271       0.2199    50.0
17.6850         -0.5050      -0.6801       0.1750    39.8
17.6860         -0.5023      -0.6222       0.1199    27.3
17.6870         -0.5005      -0.5997       0.0992    22.6
17.6880         -0.5027      -0.6314       0.1287    29.3
17.6890         -0.5057      -0.6901       0.1844    42.0
17.6900         -0.5077      -0.7301       0.2223    50.6
17.6910         -0.5069      -0.7265       0.2195    49.9
17.6920         -0.5049      -0.6867       0.1818    41.4
17.6930         -0.5025      -0.6369       0.1344    30.6
17.6940         -0.5014      -0.6040       0.1027    23.4
17.6950         -0.5010      -0.6041       0.1031    23.4
17.6960         -0.5021      -0.6375       0.1354    30.8
17.6970         -0.5047      -0.6882       0.1835    41.8
17.6980         -0.5068      -0.7280       0.2212    50.3
17.6990         -0.5077      -0.7301       0.2224    50.6
17.7000         -0.5056      -0.6880       0.1824    41.5
17.7010         -0.5029      -0.6288       0.1259    28.7
17.7020         -0.5012      -0.5989       0.0977    22.2
17.7030         -0.5024      -0.6231       0.1208    27.5
17.7040         -0.5051      -0.6805       0.1755    39.9
17.7050         -0.5067      -0.7255       0.2188    49.8
17.7060         -0.5066      -0.7286       0.2220    50.5
17.7070         -0.5051      -0.6930       0.1879    42.8
17.7080         -0.5032      -0.6430       0.1398    31.8
17.7090         -0.5024      -0.6066       0.1042    23.7
17.7100         -0.5026      -0.6018       0.0993    22.6
17.7110         -0.5030      -0.6313       0.1283    29.2
17.7120         -0.5056      -0.6809       0.1753    39.9
17.7130         -0.5077      -0.7236       0.2159    49.1
17.7140         -0.5082      -0.7314       0.2232    50.8
17.7150         -0.5071      -0.6944       0.1872    42.6
17.7160         -0.5049      -0.6355       0.1306    29.7
17.7170         -0.5027      -0.6001       0.0975    22.2
17.7180         -0.5034      -0.6174       0.1140    25.9
17.7190         -0.5066      -0.6722       0.1656    37.7
17.7200         -0.5076      -0.7207       0.2131    48.5
17.7210         -0.5079      -0.7299       0.2220    50.5
17.7220         -0.5063      -0.6984       0.1921    43.7
17.7230         -0.5050      -0.6487       0.1437    32.7
17.7240         -0.5042      -0.6095       0.1052    23.9
17.7250         -0.5040      -0.6001       0.0962    21.9
17.7260         -0.5044      -0.6256       0.1212    27.6
17.7270         -0.5060      -0.6738       0.1678    38.2
17.7280         -0.5090      -0.7187       0.2097    47.7
17.7290         -0.5096      -0.7318       0.2222    50.6
17.7300         -0.5081      -0.6998       0.1917    43.6
17.7310         -0.5057      -0.6414       0.1357    30.9
17.7320         -0.5028      -0.6004       0.0976    22.2
17.7330         -0.5038      -0.6107       0.1068    24.3
17.7340         -0.5073      -0.6632       0.1559    35.5
17.7350         -0.5099      -0.7153       0.2054    46.7
17.7360         -0.5092      -0.7304       0.2212    50.3
17.7370         -0.5078      -0.7030       0.1953    44.4
17.7380         -0.5056      -0.6537       0.1481    33.7
17.7390         -0.5046      -0.6112       0.1066    24.3
17.7400         -0.5041      -0.5973       0.0932    21.2
17.7410         -0.5046      -0.6186       0.1140    25.9
17.7420         -0.5061      -0.6654       0.1593    36.3
17.7430         -0.5094      -0.7130       0.2035    46.3
17.7440         -0.5105      -0.7321       0.2216    50.4
17.7450         -0.5094      -0.7061       0.1967    44.8
17.7460         -0.5064      -0.6486       0.1422    32.4
17.7470         -0.5041      -0.6021       0.0980    22.3
17.7480         -0.5041      -0.6047       0.1006    22.9
17.7490         -0.5065      -0.6536       0.1471    33.5
17.7500         -0.5091      -0.7087       0.1996    45.4
17.7510         -0.5092      -0.7303       0.2211    50.3
17.7520         -0.5076      -0.7083       0.2007    45.7
17.7530         -0.5054      -0.6606       0.1551    35.3
17.7540         -0.5044      -0.6154       0.1110    25.3
17.7550         -0.5035      -0.5962       0.0927    21.1
17.7560         -0.5042      -0.6123       0.1081    24.6
17.7570         -0.5056      -0.6565       0.1508    34.3
17.7580         -0.5078      -0.7061       0.1984    45.1
17.7590         -0.5099      -0.7312       0.2213    50.4
17.7600         -0.5097      -0.7117       0.2020    46.0
17.7610         -0.5069      -0.6565       0.1496    34.0
17.7620         -0.5042      -0.6055       0.1012    23.0
17.7630         -0.5038      -0.6002       0.0964    21.9
17.7640         -0.5066      -0.6446       0.1381    31.4
17.7650         -0.5094      -0.7016       0.1922    43.7
17.7660         -0.5101      -0.7294       0.2192    49.9
17.7670         -0.5086      -0.7130       0.2044    46.5
17.7680         -0.5078      -0.6674       0.1596    36.3
17.7690         -0.5063      -0.6206       0.1143    26.0
17.7700         -0.5052      -0.5973       0.0921    21.0
17.7710         -0.5061      -0.6090       0.1029    23.4
17.7720         -0.5078      -0.6502       0.1424    32.4
17.7730         -0.5085      -0.7002       0.1916    43.6
17.7740         -0.5093      -0.7294       0.2201    50.1
17.7750         -0.5105      -0.7156       0.2051    46.7
17.7760         -0.5082      -0.6637       0.1555    35.4
17.7770         -0.5055      -0.6101       0.1046    23.8
17.7780         -0.5049      -0.5981       0.0932    21.2
17.7790         -0.5070      -0.6371       0.1301    29.6
17.7800         -0.5100      -0.6948       0.1848    42.0
17.7810         -0.5110      -0.7279       0.2169    49.4
17.7820         -0.5102      -0.7172       0.2070    47.1
17.7830         -0.5083      -0.6740       0.1657    37.7
17.7840         -0.5072      -0.6255       0.1183    26.9
17.7850         -0.5066      -0.5977       0.0911    20.7
17.7860         -0.5073      -0.6045       0.0972    22.1
17.7870         -0.5083      -0.6427       0.1344    30.6
17.7880         -0.5103      -0.6932       0.1829    41.6
17.7890         -0.5119      -0.7269       0.2150    48.9
17.7900         -0.5121      -0.7196       0.2075    47.2
17.7910         -0.5092      -0.6713       0.1621    36.9
17.7920         -0.5066      -0.6145       0.1079    24.6
17.7930         -0.5054      -0.5941       0.0887    20.2
17.7940         -0.5073      -0.6274       0.1201    27.3
17.7950         -0.5106      -0.6859       0.1753    39.9
17.7960         -0.5115      -0.7248       0.2133    48.5
17.7970         -0.5109      -0.7199       0.2090    47.6
17.7980         -0.5094      -0.6792       0.1699    38.6
17.7990         -0.5076      -0.6294       0.1218    27.7
17.8000         -0.5067      -0.5976       0.0908    20.7
17.8010         -0.5063      -0.5996       0.0933    21.2
17.8020         -0.5075      -0.6346       0.1271    28.9
17.8030         -0.5098      -0.6853       0.1755    39.9
17.8040         -0.5124      -0.7232       0.2108    48.0
17.8050         -0.5133      -0.7226       0.2092    47.6
17.8060         -0.5120      -0.6789       0.1669    38.0
17.8070         -0.5087      -0.6207       0.1121    25.5
17.8080         -0.5070      -0.5936       0.0867    19.7
17.8090         -0.5085      -0.6197       0.1112    25.3
17.8100         -0.5116      -0.6769       0.1652    37.6
17.8110         -0.5130      -0.7204       0.2074    47.2
17.8120         -0.5121      -0.7222       0.2101    47.8
17.8130         -0.5106      -0.6857       0.1751    39.8
17.8140         -0.5092      -0.6357       0.1265    28.8
17.8150         -0.5080      -0.6000       0.0920    20.9
17.8160         -0.5076      -0.5966       0.0890    20.3
17.8170         -0.5088      -0.6273       0.1185    27.0
17.8180         -0.5099      -0.6772       0.1674    38.1
17.8190         -0.5117      -0.7187       0.2070    47.1
17.8200         -0.5121      -0.7241       0.2120    48.2
17.8210         -0.5104      -0.6850       0.1746    39.7
17.8220         -0.5083      -0.6259       0.1176    26.8
17.8230         -0.5061      -0.5924       0.0863    19.6
17.8240         -0.5080      -0.6120       0.1041    23.7
17.8250         -0.5108      -0.6679       0.1571    35.7
17.8260         -0.5128      -0.7157       0.2028    46.2
17.8270         -0.5118      -0.7231       0.2113    48.1
17.8280         -0.5109      -0.6900       0.1791    40.8
17.8290         -0.5079      -0.6399       0.1319    30.0
17.8300         -0.5067      -0.6008       0.0941    21.4
17.8310         -0.5070      -0.5929       0.0859    19.5
17.8320         -0.5077      -0.6202       0.1124    25.6
17.8330         -0.5089      -0.6693       0.1604    36.5
17.8340         -0.5111      -0.7136       0.2024    46.1
17.8350         -0.5119      -0.7244       0.2124    48.3
17.8360         -0.5103      -0.6899       0.1796    40.9
17.8370         -0.5070      -0.6306       0.1236    28.1
17.8380         -0.5044      -0.5910       0.0866    19.7
17.8390         -0.5046      -0.6037       0.0991    22.5
17.8400         -0.5076      -0.6578       0.1502    34.2
17.8410         -0.5098      -0.7094       0.1995    45.4
17.8420         -0.5104      -0.7228       0.2124    48.3
17.8430         -0.5080      -0.6939       0.1859    42.3
17.8440         -0.5044      -0.6437       0.1394    31.7
17.8450         -0.5033      -0.6009       0.0977    22.2
17.8460         -0.5034      -0.5877       0.0843    19.2
17.8470         -0.5039      -0.6104       0.1066    24.2
17.8480         -0.5051      -0.6586       0.1535    34.9
17.8490         -0.5076      -0.7065       0.1989    45.3
17.8500         -0.5089      -0.7244       0.2155    49.0
17.8510         -0.5079      -0.6964       0.1885    42.9
17.8520         -0.5054      -0.6375       0.1321    30.1
17.8530         -0.5029      -0.5912       0.0883    20.1
17.8540         -0.5035      -0.5953       0.0919    20.9
17.8550         -0.5067      -0.6456       0.1389    31.6
17.8560         -0.5087      -0.7012       0.1925    43.8
17.8570         -0.5093      -0.7225       0.2132    48.5
17.8580         -0.5079      -0.6993       0.1915    43.6
17.8590         -0.5054      -0.6503       0.1449    33.0
17.8600         -0.5040      -0.6046       0.1006    22.9
17.8610         -0.5033      -0.5860       0.0827    18.8
17.8620         -0.5044      -0.6036       0.0992    22.6
17.8630         -0.5060      -0.6491       0.1431    32.6
17.8640         -0.5078      -0.6987       0.1908    43.4
17.8650         -0.5097      -0.7223       0.2125    48.4
17.8660         -0.5097      -0.7009       0.1912    43.5
17.8670         -0.5069      -0.6447       0.1378    31.4
17.8680         -0.5046      -0.5943       0.0897    20.4
17.8690         -0.5042      -0.5906       0.0864    19.7
17.8700         -0.5068      -0.6360       0.1292    29.4
17.8710         -0.5099      -0.6929       0.1830    41.6
17.8720         -0.5109      -0.7199       0.2089    47.5
17.8730         -0.5096      -0.7028       0.1932    44.0
17.8740         -0.5074      -0.6569       0.1495    34.0
17.8750         -0.5063      -0.6101       0.1038    23.6
17.8760         -0.5052      -0.5873       0.0820    18.7
17.8770         -0.5056      -0.5994       0.0938    21.3
17.8780         -0.5068      -0.6412       0.1344    30.6
17.8790         -0.5089      -0.6913       0.1825    41.5
17.8800         -0.5097      -0.7202       0.2105    47.9
17.8810         -0.5089      -0.7060       0.1971    44.8
17.8820         -0.5064      -0.6534       0.1470    33.4
17.8830         -0.5035      -0.5995       0.0960    21.8
17.8840         -0.5035      -0.5872       0.0837    19.0
17.8850         -0.5058      -0.6268       0.1210    27.5
17.8860         -0.5088      -0.6851       0.1763    40.1
17.8870         -0.5099      -0.7184       0.2085    47.4
17.8880         -0.5087      -0.7076       0.1989    45.3
17.8890         -0.5074      -0.6641       0.1567    35.6
17.8900         -0.5058      -0.6154       0.1097    25.0
17.8910         -0.5055      -0.5879       0.0823    18.7
17.8920         -0.5054      -0.5950       0.0896    20.4
17.8930         -0.5067      -0.6338       0.1271    28.9
17.8940         -0.5089      -0.6847       0.1758    40.0
17.8950         -0.5114      -0.7183       0.2069    47.1
17.8960         -0.5111      -0.7110       0.1998    45.5
17.8970         -0.5091      -0.6625       0.1534    34.9
17.8980         -0.5059      -0.6059       0.1001    22.8
17.8990         -0.5044      -0.5861       0.0816    18.6
17.9000         -0.5064      -0.6192       0.1127    25.7
17.9010         -0.5095      -0.6776       0.1681    38.3
17.9020         -0.5109      -0.7166       0.2058    46.8
17.9030         -0.5104      -0.7122       0.2018    45.9
17.9040         -0.5096      -0.6722       0.1626    37.0
17.9050         -0.5079      -0.6231       0.1152    26.2
17.9060         -0.5072      -0.5916       0.0844    19.2
17.9070         -0.5068      -0.5936       0.0868    19.8
17.9080         -0.5076      -0.6282       0.1207    27.5
17.9090         -0.5095      -0.6786       0.1692    38.5
17.9100         -0.5108      -0.7162       0.2054    46.7
17.9110         -0.5109      -0.7151       0.2042    46.5
17.9120         -0.5088      -0.6711       0.1623    36.9
17.9130         -0.5059      -0.6129       0.1070    24.3
17.9140         -0.5041      -0.5862       0.0821    18.7
17.9150         -0.5055      -0.6132       0.1077    24.5
17.9160         -0.5084      -0.6707       0.1624    36.9
17.9170         -0.5101      -0.7142       0.2042    46.5
17.9180         -0.5092      -0.7158       0.2066    47.0
17.9190         -0.5078      -0.6792       0.1714    39.0
17.9200         -0.5064      -0.6295       0.1231    28.0
17.9210         -0.5050      -0.5943       0.0894    20.3
17.9220         -0.5046      -0.5914       0.0868    19.7
17.9230         -0.5053      -0.6225       0.1172    26.7
17.9240         -0.5061      -0.6727       0.1665    37.9
17.9250         -0.5081      -0.7141       0.2060    46.9
17.9260         -0.5086      -0.7192       0.2106    47.9
17.9270         -0.5067      -0.6796       0.1730    39.4
17.9280         -0.5037      -0.6202       0.1165    26.5
17.9290         -0.5024      -0.5867       0.0843    19.2
17.9300         -0.5033      -0.6071       0.1038    23.6
17.9310         -0.5063      -0.6643       0.1580    36.0
17.9320         -0.5082      -0.7130       0.2048    46.6
17.9330         -0.5076      -0.7207       0.2131    48.5
17.9340         -0.5064      -0.6869       0.1806    41.1
17.9350         -0.5041      -0.6357       0.1316    29.9
17.9360         -0.5037      -0.5966       0.0929    21.1
17.9370         -0.5034      -0.5890       0.0856    19.5
17.9380         -0.5043      -0.6171       0.1128    25.7
17.9390         -0.5058      -0.6673       0.1615    36.8
17.9400         -0.5074      -0.7126       0.2052    46.7
17.9410         -0.5082      -0.7240       0.2158    49.1
17.9420         -0.5070      -0.6896       0.1826    41.6
17.9430         -0.5039      -0.6298       0.1259    28.6
17.9440         -0.5022      -0.5900       0.0877    20.0
17.9450         -0.5033      -0.6029       0.0997    22.7
17.9460         -0.5063      -0.6574       0.1511    34.4
17.9470         -0.5079      -0.7101       0.2022    46.0
17.9480         -0.5079      -0.7248       0.2169    49.3
17.9490         -0.5065      -0.6962       0.1897    43.2
17.9500         -0.5049      -0.6459       0.1410    32.1
17.9510         -0.5044      -0.6036       0.0992    22.6
17.9520         -0.5041      -0.5911       0.0870    19.8
17.9530         -0.5050      -0.6148       0.1098    25.0
17.9540         -0.5065      -0.6632       0.1567    35.7
17.9550         -0.5089      -0.7106       0.2017    45.9
17.9560         -0.5102      -0.7277       0.2175    49.5
17.9570         -0.5089      -0.6992       0.1903    43.3
17.9580         -0.5059      -0.6407       0.1348    30.7
17.9590         -0.5031      -0.5956       0.0925    21.0
17.9600         -0.5035      -0.6012       0.0977    22.2
17.9610         -0.5059      -0.6525       0.1466    33.4
17.9620         -0.5092      -0.7080       0.1989    45.2
17.9630         -0.5097      -0.7284       0.2187    49.8
17.9640         -0.5083      -0.7047       0.1964    44.7
17.9650         -0.5065      -0.6555       0.1491    33.9
17.9660         -0.5046      -0.6103       0.1057    24.0
17.9670         -0.5045      -0.5928       0.0883    20.1
17.9680         -0.5048      -0.6119       0.1071    24.4
17.9690         -0.5066      -0.6584       0.1518    34.5
17.9700         -0.5086      -0.7079       0.1994    45.4
17.9710         -0.5102      -0.7306       0.2204    50.1
17.9720         -0.5094      -0.7082       0.1988    45.2
17.9730         -0.5064      -0.6518       0.1454    33.1
17.9740         -0.5041      -0.6025       0.0984    22.4
17.9750         -0.5032      -0.6000       0.0968    22.0
17.9760         -0.5060      -0.6462       0.1402    31.9
17.9770         -0.5081      -0.7035       0.1954    44.5
17.9780         -0.5090      -0.7304       0.2214    50.4
17.9790         -0.5073      -0.7127       0.2055    46.8
17.9800         -0.5052      -0.6660       0.1608    36.6
17.9810         -0.5036      -0.6189       0.1153    26.2
17.9820         -0.5035      -0.5964       0.0930    21.2
17.9830         -0.5040      -0.6099       0.1058    24.1
17.9840         -0.5050      -0.6531       0.1480    33.7
17.9850         -0.5072      -0.7036       0.1964    44.7
17.9860         -0.5086      -0.7316       0.2231    50.8
17.9870         -0.5083      -0.7160       0.2077    47.3
17.9880         -0.5066      -0.6629       0.1563    35.6
17.9890         -0.5042      -0.6098       0.1056    24.0
17.9900         -0.5038      -0.5994       0.0956    21.8
17.9910         -0.5061      -0.6401       0.1340    30.5
17.9920         -0.5097      -0.6986       0.1889    43.0
17.9930         -0.5106      -0.7313       0.2207    50.2
17.9940         -0.5091      -0.7195       0.2104    47.9
17.9950         -0.5068      -0.6752       0.1684    38.3
17.9960         -0.5057      -0.6263       0.1206    27.4
17.9970         -0.5043      -0.5995       0.0952    21.7
17.9980         -0.5044      -0.6082       0.1038    23.6
17.9990         -0.5056      -0.6479       0.1424    32.4
18.0000         -0.5070      -0.6988       0.1918    43.6
18.0010         -0.5100      -0.7314       0.2214    50.4
18.0020         -0.5093      -0.7227       0.2134    48.6
18.0030         -0.5070      -0.6735       0.1665    37.9
18.0040         -0.5045      -0.6175       0.1130    25.7
18.0050         -0.5027      -0.5989       0.0962    21.9
18.0060         -0.5055      -0.6334       0.1280    29.1
18.0070         -0.5079      -0.6925       0.1846    42.0
18.0080         -0.5086      -0.7314       0.2227    50.7
18.0090         -0.5081      -0.7258       0.2177    49.5
18.0100         -0.5064      -0.6843       0.1779    40.5
18.0110         -0.5053      -0.6343       0.1290    29.4
18.0120         -0.5045      -0.6034       0.0988    22.5
18.0130         -0.5045      -0.6070       0.1025    23.3
18.0140         -0.5056      -0.6435       0.1378    31.4
18.0150         -0.5069      -0.6945       0.1876    42.7
18.0160         -0.5089      -0.7316       0.2226    50.7
18.0170         -0.5091      -0.7292       0.2201    50.1
18.0180         -0.5067      -0.6842       0.1774    40.4
18.0190         -0.5040      -0.6257       0.1217    27.7
18.0200         -0.5024      -0.5995       0.0972    22.1
18.0210         -0.5037      -0.6277       0.1240    28.2
18.0220         -0.5067      -0.6866       0.1798    40.9
18.0230         -0.5086      -0.7308       0.2221    50.5
18.0240         -0.5084      -0.7319       0.2235    50.9
18.0250         -0.5066      -0.6940       0.1874    42.6
18.0260         -0.5053      -0.6430       0.1377    31.3
18.0270         -0.5045      -0.6075       0.1030    23.4
18.0280         -0.5049      -0.6051       0.1002    22.8
18.0290         -0.5059      -0.6376       0.1317    30.0
18.0300         -0.5082      -0.6884       0.1802    41.0
18.0310         -0.5105      -0.7298       0.2193    49.9
18.0320         -0.5116      -0.7348       0.2232    50.8
18.0330         -0.5090      -0.6953       0.1863    42.4
18.0340         -0.5070      -0.6358       0.1288    29.3
18.0350         -0.5047      -0.6016       0.0969    22.0
18.0360         -0.5059      -0.6212       0.1153    26.2
18.0370         -0.5086      -0.6781       0.1696    38.6
18.0380         -0.5102      -0.7275       0.2173    49.4
18.0390         -0.5103      -0.7361       0.2258    51.4
18.0400         -0.5098      -0.7029       0.1930    43.9
18.0410         -0.5082      -0.6517       0.1435    32.6
18.0420         -0.5070      -0.6122       0.1052    23.9
18.0430         -0.5064      -0.6045       0.0981    22.3
18.0440         -0.5071      -0.6325       0.1254    28.5
18.0450         -0.5096      -0.6821       0.1725    39.3
18.0460         -0.5116      -0.7267       0.2151    48.9
18.0470         -0.5131      -0.7379       0.2249    51.2
18.0480         -0.5119      -0.7043       0.1923    43.8
18.0490         -0.5094      -0.6457       0.1363    31.0
18.0500         -0.5074      -0.6062       0.0988    22.5
18.0510         -0.5079      -0.6184       0.1105    25.1
18.0520         -0.5108      -0.6719       0.1611    36.7
18.0530         -0.5138      -0.7242       0.2104    47.9
18.0540         -0.5143      -0.7390       0.2247    51.1
18.0550         -0.5134      -0.7114       0.1979    45.0
18.0560         -0.5108      -0.6621       0.1513    34.4
18.0570         -0.5099      -0.6202       0.1103    25.1
18.0580         -0.5095      -0.6076       0.0981    22.3
18.0590         -0.5100      -0.6304       0.1204    27.4
18.0600         -0.5122      -0.6772       0.1650    37.5
18.0610         -0.5143      -0.7230       0.2087    47.5
18.0620         -0.5151      -0.7396       0.2244    51.1
18.0630         -0.5151      -0.7124       0.1973    44.9
18.0640         -0.5124      -0.6561       0.1437    32.7
18.0650         -0.5099      -0.6120       0.1021    23.2
18.0660         -0.5103      -0.6158       0.1055    24.0
18.0670         -0.5130      -0.6645       0.1516    34.5
18.0680         -0.5153      -0.7190       0.2038    46.4
18.0690         -0.5162      -0.7402       0.2240    51.0
18.0700         -0.5151      -0.7178       0.2027    46.1
18.0710         -0.5132      -0.6698       0.1566    35.6
18.0720         -0.5114      -0.6250       0.1137    25.9
18.0730         -0.5115      -0.6073       0.0958    21.8
18.0740         -0.5119      -0.6252       0.1134    25.8
18.0750         -0.5136      -0.6698       0.1562    35.5
18.0760         -0.5157      -0.7177       0.2020    46.0
18.0770         -0.5167      -0.7400       0.2232    50.8
18.0780         -0.5161      -0.7186       0.2025    46.1
18.0790         -0.5140      -0.6637       0.1497    34.1
18.0800         -0.5119      -0.6144       0.1025    23.3
18.0810         -0.5113      -0.6104       0.0991    22.6
18.0820         -0.5134      -0.6550       0.1416    32.2
18.0830         -0.5164      -0.7119       0.1954    44.5
18.0840         -0.5176      -0.7393       0.2218    50.5
18.0850         -0.5168      -0.7225       0.2057    46.8
18.0860         -0.5148      -0.6763       0.1615    36.7
18.0870         -0.5129      -0.6294       0.1165    26.5
18.0880         -0.5119      -0.6069       0.0950    21.6
18.0890         -0.5121      -0.6198       0.1077    24.5
18.0900         -0.5132      -0.6618       0.1486    33.8
18.0910         -0.5146      -0.7108       0.1962    44.6
18.0920         -0.5159      -0.7379       0.2221    50.5
18.0930         -0.5152      -0.7226       0.2074    47.2
18.0940         -0.5133      -0.6705       0.1572    35.8
18.0950         -0.5107      -0.6175       0.1068    24.3
18.0960         -0.5096      -0.6053       0.0956    21.8
18.0970         -0.5116      -0.6442       0.1325    30.2
18.0980         -0.5146      -0.7023       0.1877    42.7
18.0990         -0.5156      -0.7360       0.2204    50.2
18.1000         -0.5157      -0.7251       0.2094    47.6
18.1010         -0.5137      -0.6810       0.1673    38.1
18.1020         -0.5128      -0.6322       0.1194    27.2
18.1030         -0.5127      -0.6051       0.0924    21.0
18.1040         -0.5130      -0.6133       0.1002    22.8
18.1050         -0.5146      -0.6522       0.1375    31.3
18.1060         -0.5169      -0.7016       0.1847    42.0
18.1070         -0.5183      -0.7333       0.2150    48.9
18.1080         -0.5182      -0.7247       0.2066    47.0
18.1090         -0.5166      -0.6763       0.1597    36.3
18.1100         -0.5151      -0.6208       0.1057    24.1
18.1110         -0.5137      -0.6016       0.0879    20.0
18.1120         -0.5156      -0.6347       0.1191    27.1
18.1130         -0.5187      -0.6924       0.1737    39.5
18.1140         -0.5215      -0.7307       0.2092    47.6
18.1150         -0.5211      -0.7257       0.2046    46.6
18.1160         -0.5193      -0.6851       0.1657    37.7
18.1170         -0.5174      -0.6355       0.1181    26.9
18.1180         -0.5164      -0.6043       0.0879    20.0
18.1190         -0.5167      -0.6068       0.0902    20.5
18.1200         -0.5183      -0.6418       0.1235    28.1
18.1210         -0.5201      -0.6912       0.1711    38.9
18.1220         -0.5227      -0.7272       0.2045    46.5
18.1230         -0.5231      -0.7253       0.2022    46.0
18.1240         -0.5216      -0.6821       0.1605    36.5
